# Airport database: IATA|ICAO|LAT|LON|CITY|NAME
# Source: OurAirports (public domain), scheduled-service
# large+medium airports. Add your own as extra lines.
UNN|VTSR|9.7776|98.5855|Ranong|Ranong Airport
UPG|WAAA|-5.0755|119.5537|Makassar|Sultan Hasanuddin International Airport
UPN|MMPN|19.3967|-102.039|Uruapan|Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport
URA|UARR|51.152|51.5437|Uralsk|Manshuk Mametova International Airport
URC|ZWWW|43.9136|87.4794|Urumqi|Urumqi Tianshan International Airport
URE|EEKE|58.2299|22.5095|Kuressaare|Kuressaare Airport
URG|SBUG|-29.7822|-57.0382|Uruguaiana|Rubem Berta Airport
URJ|USHU|60.1033|64.8267|Uray|Uray Airport
URS|UUOK|51.7506|36.2956|Kursk|Kursk East Airport
URT|VTSB|9.1326|99.1356|Surat Thani|Surat Thani Airport
URY|OEGT|31.4124|37.2789|Gurayat|Gurayat Domestic Airport
USA|KJQF|35.3878|-80.7091|Concord|Concord-Padgett Regional Airport
USH|SAWH|-54.8433|-68.2958|Ushuaia|Ushuaia - Malvinas Argentinas International Airport
USK|UUYS|66.0047|57.3672|Usinsk|Usinsk Airport
USM|VTSM|9.5478|100.062|Na Thon (Ko Samui Island)|Samui International Airport
USN|RKPU|35.5935|129.352|Ulsan|Ulsan Airport
USR|UEMT|64.55|143.115|Ust-Nera|Ust-Nera Airport
UST|KSGJ|29.9592|-81.3398|St Augustine|Northeast Florida Regional Airport
USU|RPVV|12.1219|120.1008|Coron|Francisco B. Reyes (Busuanga) Airport
UTH|VTUD|17.3862|102.7886|Udon Thani|Udon Thani International Airport
UTN|FAUP|-28.4002|21.2636|Upington|Upington Airport
UTO|PAIM|65.9928|-153.704|Utopia Creek|Indian Mountain LRRS Airport
UTP|VTBU|12.6799|101.005|Rayong|U-TapaoRayongPattaya International Airport
UTT|FAUT|-31.5464|28.6734|Mthatha|K. D. Matanzima Airport
UUA|UWKB|54.6412|52.8002|Bugulma|Bugulma Airport
UUD|UIUU|51.8086|107.4397|Ulan Ude|Baikal International Airport
UUS|UHSS|46.8855|142.7175|Yuzhno-Sakhalinsk|Yuzhno-Sakhalinsk International Airport
UVE|NWWV|-20.6409|166.573|Ouvea|Ouvea Airport
UVF|TLPL|13.7332|-60.9526|Vieux Fort|Hewanorra International Airport
UYL|HSNN|12.0535|24.9562|Nyala|Nyala Airport
UYN|ZLYL|38.3597|109.5909|Yulin|Yulin Yuyang Airport
UYU|SLUY|-20.4413|-66.8576|Quijarro|Joya Andina International Airport
VAA|EFVA|63.0502|21.7625|Vaasa|Vaasa Airport
VAI|AYVN|-2.6926|141.3028|Vanimo|Vanimo Airport
VAM|VRMV|3.4718|72.8326|Maamigili|Villa International Airport Maamigili
VAN|LTCI|38.4682|43.3323|Van|Van Ferit Melen Airport
VAQ|UNIW|60.3562|102.3096|Vanavara|Vanavara Airport
VAR|LBWN|43.2321|27.8251|Varna|Varna Airport
VAS|LTAR|39.8138|36.9035|Sivas|Sivas Nuri Demirag Airport
VAV|NFTV|-18.5853|-173.962|Vava'u Island|Vava'u International Airport
VAW|ENSS|70.3554|31.0449|Vard|Vard Airport, Svartnes
VBS|LIPO|45.4289|10.3306|Montichiari (BS)|Brescia Gabriele d'Annunzio Airport
VBY|ESSV|57.6628|18.3462|Visby|Visby Airport
VCA|VVCT|10.0834|105.7094|Can Tho|Can Tho International Airport
VCE|LIPZ|45.5053|12.3519|Venezia (VE)|Venice Marco Polo Airport
VCP|SBKP|-23.0074|-47.1345|Campinas|Viracopos International Airport
VCS|VVCS|8.7318|106.633|Con Dao|Con Dao Airport
VCT|KVCT|28.8526|-96.9185|Victoria|Victoria Regional Airport
VDC|SBVC|-14.9079|-40.9148|Vitoria da Conquista|Glauber de Andrade Rocha Airport
VDE|GCHI|27.8148|-17.8871|El Hierro Island|El Hierro Airport
VDH|VVDH|17.515|106.5906|Dong Hoi|Dong Hoi Airport
VDM|SAVV|-40.8692|-63.0004|Viedma / Carmen de Patagones|Gobernador Castello Airport
VDO|VVVD|21.1207|107.4154|Van Don|Van Don International Airport
VDS|ENVD|70.0653|29.8447|Vads|Vads Airport
VDZ|PAVD|61.1327|-146.2466|Valdez|Valdez Pioneer Field
VEL|KVEL|40.4362|-109.5117|Vernal|Vernal Regional Airport
VEO|UNIS|60.3733|93.0117|Severo-Yeniseysk|Severo-Yeniseysk Airport
VER|MMVR|19.1396|-96.1886|Veracruz|General Heriberto Jara International Airport
VFA|FVFA|-18.0974|25.8369|Victoria Falls|Victoria Falls International Airport
VGA|VOBZ|16.53|80.8049|Vijayawada|Vijayawada International Airport
VGO|LEVX|42.2318|-8.6268|Vigo|Vigo Airport
VHM|ESNV|64.5791|16.8336|Vilhelmina|Vilhelmina South Lapland Airport
VIE|LOWW|48.1103|16.5697|Vienna|Vienna International Airport
VIG|SVVG|8.6241|-71.6727|El Vigia|Juan Pablo Perez Alfonso Airport
VII|VVVH|18.7376|105.671|Vinh|Vinh Airport
VIJ|TUPW|18.4466|-64.4279|Spanish Town|Virgin Gorda Airport
VIL|GMMH|23.7183|-15.932|Dakhla|Dakhla Airport
VIT|LEVT|42.8828|-2.7245|Alava|Vitoria Airport
VIX|SBVT|-20.258|-40.285|Vitoria|Eurico de Aguiar Salles International Airport
VKG|VVRG|9.958|105.1324|Rach Gia|Rach Gia Airport
VKO|UUWW|55.5915|37.2615|Moscow|Vnukovo International Airport
VKT|UUYW|67.4886|63.9931|Vorkuta|Vorkuta Airport
VLC|LEVC|39.4892|-0.481|Valencia|Valencia Airport
VLD|KVLD|30.7825|-83.2767|Valdosta|Valdosta Regional Airport
VLI|NVVV|-17.6993|168.32|Port Vila|Bauerfield International Airport
VLL|LEVD|41.7061|-4.8519|Valladolid|Valladolid Airport
VLN|SVVA|10.1497|-67.9284|Valencia|Arturo Michelena International Airport
VLV|SVVL|9.3405|-70.5841|Valera|Dr. Antonio Nicolas Briceno Airport
VMU|AYBA|-7.497|144.8218|Baimuru|Baimuru Airport
VNO|EYVI|54.6341|25.2858|Vilnius|Vilnius International Airport
VNS|VEBN|25.4522|82.8625|Varanasi|Lal Bahadur Shastri International Airport
VNX|FQVL|-22.0184|35.3133|Vilanculo|Vilankulo Airport
VOG|URWW|48.7813|44.3392|Volgograd|Volgograd International Airport
VOL|LGBL|39.2196|22.7943|Nea Anchialos|Nea Anchialos National Airport
VOZ|UUOO|51.8143|39.2309|Voronezh|Voronezh International Airport
VPE|FNGI|-17.0435|15.6838|Ngiva|Ngjiva Pereira Airport
VPN|BIVO|65.7206|-14.8506|Vopnafjorur|Vopnafjorur Airport
VPS|KVPS|30.4813|-86.5158|Valparaiso|Destin-Fort Walton Beach Airport
VPY|FQCH|-19.1513|33.429|Chimoio|Chimoio Airport
VQS|TJVQ|18.1348|-65.4936|Vieques|Antonio Rivera Rodriguez Airport
VRA|MUVR|23.0344|-81.4353|Matanzas|Juan Gualberto Gomez International Airport
VRB|KVRB|27.6556|-80.4179|Vero Beach|Vero Beach Regional Airport
VRC|RPUV|13.5764|124.206|Virac|Virac Airport
VRL|LPVR|41.2743|-7.7205|Vila Real|Vila Real Airport
VRN|LIPX|45.395|10.8873|Caselle (VR)|Verona Villafranca Valerio Catullo Airport
VSA|MMVA|17.9943|-92.8182|Villahermosa|Carlos Rovirosa Perez International Airport
VSE|LPVZ|40.7255|-7.889|Viseu|Aerodromo Goncalves Lobato (Viseu Airport)
VST|ESOW|59.5894|16.6336|Stockholm / Vasteras|Stockholm Vasteras Airport
VTE|VLVT|17.9851|102.5667|Vientiane|Wattay International Airport
VTU|MUVT|20.9876|-76.9358|Las Tunas|Hermanos Ameijeiras Airport
VTZ|VOVZ|17.7235|83.2277|Visakhapatnam|Visakhapatnam International Airport
VUP|SKVP|10.435|-73.2495|Valledupar|Alfonso Lopez Pumarejo Airport
VUS|ULWU|60.7883|46.26|Velikiy Ustyug|Velikiy Ustyug Airport
VVC|SKVV|4.1679|-73.6138|Villavicencio|Vanguardia Airport
VVI|SLVR|-17.6448|-63.1354|Santa Cruz|Viru Viru International Airport
VVO|UHWW|43.3963|132.1482|Artyom|Vladivostok International Airport
VVZ|DAAP|26.7235|8.6227|Illizi|Illizi Takhamalt Airport
VXC|FQLC|-13.274|35.2663|Lichinga|Lichinga Airport
VXE|GVSV|16.8334|-25.0553|Sao Pedro|Cesaria Evora International Airport
VXO|ESMX|56.9291|14.728|Vaxjo|Vaxjo Kronoberg Airport
VYI|UENW|63.7567|121.6933|Vilyuisk|Vilyuisk Airport
WAE|OEWD|20.5043|45.1996|Wadi Al Dawasir|Wadi Al Dawasir Domestic Airport
WAG|NZWU|-39.9635|175.0244|Wanganui|Wanganui Airport
WAW|EPWA|52.1657|20.9671|Warsaw|Warsaw Chopin Airport
WBM|AYWD|-5.6353|143.8922|Wapenamanda|Wapenamanda Airport
WDH|FYWH|-22.4799|17.4709|Windhoek|Hosea Kutako International Airport
WDS|ZHSY|32.5929|110.9063|Shiyan (Maojian)|Shiyan Wudangshan Airport
WEF|ZSWF|36.6467|119.119|Weifang (Kuiwen)|Weifang Nanyuan Airport
WEH|ZSWH|37.1871|122.229|Weihai|Weihai Dashuibo Airport
WEI|YBWP|-12.6775|141.9226|Weipa|Weipa Airport
WGA|YSWG|-35.1635|147.4683|Forest Hill|Wagga Wagga Airport
WGE|YWLG|-30.0328|148.126||Walgett Airport
WGN|ZGSY|26.8061|110.641|Shaoyang (Wugang)|Shaoyang Wugang Airport
WHA|ZSWA|31.1045|118.6669|Wuhu|Wuhu Xuanzhou Airport
WHK|NZWK|-37.9222|176.917|Whakatane|Whakatane Airport
WIC|EGPC|58.4589|-3.0931|Wick|Wick John O'Groats Airport
WIL|HKNW|-1.3217|36.8148|Nairobi|Nairobi Wilson Airport
WIN|YWTN|-22.3636|143.086||Winton Airport
WJR|HKWJ|1.7332|40.0916|Wajir|Wajir Airport
WJU|RKNW|37.4371|127.9601|Wonju|Wonju Airport / Hoengseong Air Base (K-38/K-46)
WKA|NZWF|-44.7221|169.2463|Wanaka|Wanaka Airport
WKJ|RJCW|45.4042|141.801|Wakkanai|Wakkanai Airport
WKK|5A8|59.2826|-158.618|Aleknagik|Aleknagik / New Airport
WLG|NZWN|-41.3268|174.8069|Wellington|Wellington International Airport
WLS|NLWW|-13.2394|-176.1986|Wallis Island|Hihifo Airport
WMI|EPMO|52.4511|20.6518|Nowy Dwor Mazowiecki|Warsaw Modlin Airport
WMN|FMNR|-15.4377|49.6891|Maroantsetra|Maroantsetra Airport
WMT|ZUMT|27.9618|106.4354|Zunyi|Zunyi Maotai Airport
WMX|WAVV|-4.0973|138.9524|Wamena|Wamena Airport
WNI|WAWD|-5.2921|123.6362|Wangi-wangi Island|Matahora Airport
WNP|RPUN|13.5849|123.27|Naga|Naga Airport
WNR|YWDH|-25.4106|142.6684|Windorah|Windorah Airport
WNS|OPNH|26.2194|68.3901|Nawabashah|Shaheed Benazirabad Airport
WNZ|ZSWZ|27.9106|120.8535|Wenzhou (Longwan)|Wenzhou Longwan International Airport
WOS|ZKWS|39.1652|127.4879|Wonsan|Wonsan Kalma Airport
WRE|NZWR|-35.7693|174.3637|Whangarei|Whangarei Airport
WRG|PAWG|56.4843|-132.37|Wrangell|Wrangell Airport
WRO|EPWR|51.1037|16.8821|Wrocaw|Copernicus Wrocaw Airport
WST|KWST|41.3496|-71.8034|Westerly|Westerly State Airport
WSZ|NZWS|-41.7371|171.579|Westport|Westport Airport
WTB|YBWW|-27.5583|151.7933|Toowoomba|Toowoomba Wellcamp Airport
WUA|ZBUH|39.7934|106.7993|Wuhai|Wuhai Airport
WUH|ZHHH|30.7748|114.2137|Wuhan (Huangpi)|Wuhan Tianhe International Airport
WUN|YWLU|-26.6327|120.2219||Wiluna Airport
WUS|ZSWY|27.7019|118.001|Wuyishan|Nanping Wuyishan Airport
WUU|HSWW|7.7258|27.975|Wau|Wau Airport
WUX|ZSWX|31.497|120.4304|Wuxi|Sunan Shuofang International Airport
WUZ|ZGWZ|23.4032|111.0933|Tangbu|Wuzhou Xijiang Airport
WVB|FYWB|-22.9793|14.6471|Walvis Bay(Rooikop)|Walvis Bay International Airport
WWK|AYWK|-3.5838|143.669|Wewak|Wewak International Airport
WYA|YWHA|-33.0589|137.514|Whyalla|Whyalla Airport
WYS|KWYS|44.6884|-111.118|West Yellowstone|Yellowstone Airport
XAI|ZHXY|32.5408|114.0791|Xinyang|Xinyang Minggang Airport
XAP|SBCH|-27.1342|-52.6566|Chapeco|Serafin Enoss Bertaso Airport
XBJ|OIMB|32.8965|59.2813|Birjand|Birjand International Airport
XCH|YPXM|-10.4504|105.6911|Flying Fish Cove|Christmas Island International Airport
XCR|LFOK|48.7733|4.2061|Chalons en Champagne|Chalons Vatry airport
XFN|ZHXF|32.1522|112.2917|Xiangyang (Xiangzhou)|Xiangyang Liuji Airport
XIC|ZUXC|27.9891|102.184|Liangshan (Xichang)|Xichang Qingshan Airport
XIL|ZBXH|43.9156|115.964|Xilinhot|Xilinhot Airport
XIY|ZLXY|34.4422|108.7624|Xi'an|Xi'an Xianyang International Airport
XKS|CYAQ|53.5247|-88.6428|Kasabonika|Kasabonika Airport
XMH|NTGI|-14.4368|-146.07||Manihi Airport
XMN|ZSAM|24.5439|118.1275|Xiamen|Xiamen Gaoqi International Airport
XMS|SEMC|-2.2992|-78.1208|Macas|Coronel E Carvajal Airport
XNA|KXNA|36.2819|-94.3068|Fayetteville/Springdale/Rogers|Northwest Arkansas National Airport
XNN|ZLXN|36.5277|102.0402|Haidong (Huzhu Tu Autonomous County)|Xining Caojiabao International Airport
XPL|MHPR|14.3824|-87.6212|Palmerola|Palmerola International Airport
XQP|MRQP|9.4432|-84.1298|Quepos|Quepos Managua Airport
XQU|CAT4|49.3375|-124.3931|Qualicum Beach|Qualicum Beach Airport
XRY|LEJR|36.7446|-6.0601|Jerez de la Frontera|Jerez Airport
XSC|MBSC|21.5157|-71.5285|South Caicos|South Caicos Airport
XSP|WSSL|1.4156|103.8667|Seletar|Seletar Airport
XTG|YTGM|-27.9864|143.8121|Thargomindah|Thargomindah Airport
XUZ|ZSXZ|34.0591|117.5553|Xuzhou|Xuzhou Guanyin International Airport
XWA|KXWA|48.2609|-103.7512|Williston|Williston Basin International Airport
YAA|CAJ4|52.4515|-125.3038|Anahim Lake|Anahim Lake Airport
YAG|CYAG|48.6557|-93.4435|Fort Frances|Fort Frances Municipal Airport
YAK|PAYA|59.5087|-139.6604|Yakutat|Yakutat Airport
YAM|CYAM|46.4832|-84.5085|Sault Ste Marie|Sault Ste Marie Airport
YAP|PTYA|9.4989|138.083|Yap Island|Yap International Airport
YAY|CYAY|51.3919|-56.0832|St. Anthony|St. Anthony Airport
YAZ|CYAZ|49.0798|-125.7756|Tofino|Tofino / Long Beach Airport
YBC|CYBC|49.1325|-68.2044|Baie-Comeau|Baie-Comeau Airport
YBG|CYBG|48.3301|-70.992|Saguenay|Saguenay-Bagotville Airport
YBK|CYBK|64.2989|-96.0778|Baker Lake|Baker Lake Airport
YBL|CYBL|49.9508|-125.271|Campbell River|Campbell River Airport
YBP|ZUYB|28.8584|104.5262|Yibin (Cuiping)|Yibin Wuliangye Airport
YBR|CYBR|49.91|-99.9519|Brandon|Brandon Municipal Airport
YBX|CYBX|51.4436|-57.1853|Blanc-Sablon|Lourdes-de-Blanc-Sablon Airport
YBY|CYBF|54.3042|-110.744|Bonnyville|Bonnyville Airport
YCB|CYCB|69.1081|-105.138|Cambridge Bay|Cambridge Bay Airport
YCD|CYCD|49.055|-123.8699|Nanaimo|Nanaimo Airport
YCG|CYCG|49.2964|-117.632|Castlegar|Castlegar/West Kootenay Regional Airport
YCL|CYCL|47.9908|-66.3303|Charlo|Charlo Airport
YCM|CYSN|43.1916|-79.1717|Niagara-on-the-Lake|Niagara District Airport
YCU|ZBYC|35.1178|111.034|Yuncheng (Yanhu)|Yuncheng Yanhu International Airport
YDA|CYDA|64.0431|-139.128|Dawson City|Dawson City Airport
YDF|CYDF|49.2082|-57.3961|Deer Lake|Deer Lake Airport
YDN|CYDN|51.1008|-100.052|Dauphin|Dauphin Barker Airport
YEG|CYEG|53.3097|-113.58|Edmonton|Edmonton International Airport
YEI|LTBR|40.2552|29.5626|Yenisehir|Bursa Yenisehir Airport
YEV|CYEV|68.3042|-133.483|Inuvik|Inuvik Mike Zubko Airport
YFB|CYFB|63.7564|-68.5558|Iqaluit|Iqaluit Airport
YFC|CYFC|45.8687|-66.5299|Fredericton|Fredericton International Airport
YFS|CYFS|61.7602|-121.237|Fort Simpson|Fort Simpson Airport
YGJ|RJOH|35.4922|133.236|Yonago|Yonago Kitaro Airport / JASDF Miho Air Base
YGL|CYGL|53.6253|-77.7042|La Grande Riviere|La Grande Riviere Airport
YGP|CYGP|48.7749|-64.4819|Gaspe|Michel-Pouliot Gaspe Airport
YGR|CYGR|47.4252|-61.7786|Les Iles-de-la-Madeleine|Iles-de-la-Madeleine Airport
YGV|CYGV|50.2819|-63.6114|Havre-Saint-Pierre|Havre-Saint-Pierre Airport
YGW|CYGW|55.2819|-77.7653|Kuujjuarapik|Kuujjuarapik Airport
YHM|CYHM|43.1735|-79.9312|Hamilton|John C. Munro Hamilton International Airport
YHU|CYHU|45.5175|-73.4169|Montreal|Montreal / Saint-Hubert Metropolitan Airport
YHY|CYHY|60.8397|-115.783|Hay River|Hay River / Merlyn Carter Airport
YHZ|CYHZ|44.8808|-63.5086|Halifax|Halifax / Stanfield International Airport
YIA|WAHI|-7.9053|110.0573|Yogyakarta|Yogyakarta International Airport
YIC|ZSYC|27.8025|114.3062|Yichun|Yichun Mingyueshan Airport
YIE|ZBES|47.3106|119.9117|Arxan|Arxan Yi'ershi Airport
YIF|CYIF|51.2117|-58.6583|St-Augustin|St Augustin Airport
YIH|ZHYC|30.5541|111.4826|Yichang (Xiaoting)|Yichang Sanxia Airport
YIN|ZWYN|43.9558|81.3303|Ili (Yining / Ghulja)|Ili Yining International Airport
YIV|CYIV|53.8572|-94.6536|Island Lake|Island Lake Airport
YIW|ZSYW|29.3421|120.0312|Yiwu/Jinhua|Yiwu Airport
YJT|CYJT|48.5434|-58.5529|Stephenville|Stephenville Dymond International Airport
YKA|CYKA|50.703|-120.4486|Kamloops|Kamloops John Moose Fulton Field Regional Airport
YKF|CYKF|43.4608|-80.3786|Breslau|Region of Waterloo International Airport
YKH|ZYYK|40.5425|122.3586|Yingkou (Laobian)|Yingkou Lanqi Airport
YKL|CYKL|54.8053|-66.8053|Schefferville|Schefferville Airport
YKM|KYKM|46.5682|-120.544|Yakima|Yakima Air Terminal McAllister Field
YKO|LTCW|37.5497|44.2381|Hakkari|Hakkari Yuksekova Airport
YKS|UEEE|62.0933|129.771|Yakutsk|Platon Oyunsky Yakutsk International Airport
YLK|CYLS|44.4851|-79.5547|Barrie|Barrie-Lake Simcoe Regional Airport
YLL|CYLL|53.3092|-110.073|Lloydminster|Lloydminster Airport
YLW|CYLW|49.9561|-119.378|Kelowna|Kelowna International Airport
YLX|ZGYL|22.433|110.12|Yulin|Yulin Fumian Airport
YMM|CYMM|56.6533|-111.222|Fort McMurray|Fort McMurray International Airport
YMO|CYMO|51.2911|-80.6078|Moosonee|Moosonee Airport
YMS|SPMS|-5.8938|-76.1182|Yurimaguas|Moises Benzaquen Rengifo Airport
YMT|CYMT|49.7719|-74.5281|Chibougamau|Chapais Airport
YMX|CYMX|45.6795|-74.0387|Montreal|Montreal Mirabel International Airport
YNA|CYNA|50.1901|-61.789|Natashquan|Natashquan Airport
YNB|OEYN|24.1442|38.0634|Yanbu|Prince Abdulmohsen Bin Abdulaziz International Airport
YND|CYND|45.5217|-75.5636|Gatineau|Ottawa / Gatineau Airport
YNJ|ZYYJ|42.8828|129.451|Yanji|Yanji Chaoyangchuan Airport
YNL|CYNL|58.2767|-104.082|Points North Landing|Points North Landing Airport
YNT|ZSYT|37.6597|120.9781|Yantai|Yantai Penglai International Airport
YNY|RKNY|38.0605|128.6698|Gonghang-ro|Yangyang International Airport
YNZ|ZSYN|33.4283|120.2054|Yancheng (Tinghu)|Yancheng Nanyang International Airport
YOJ|CYOJ|58.6214|-117.165|High Level|High Level Airport
YOL|DNYO|9.2576|12.4304|Yola|Yola Airport
YOW|CYOW|45.3225|-75.6692|Ottawa|Ottawa Macdonald-Cartier International Airport
YPA|CYPA|53.2142|-105.673|Prince Albert|Prince Albert Glass Field
YPE|CYPE|56.2269|-117.447|Peace River|Peace River Airport
YPL|CYPL|51.4464|-90.2142|Pickle Lake|Pickle Lake Airport
YPN|CYPN|49.8364|-64.2886|Port-Menier|Port-Menier Airport
YPQ|CYPQ|44.2323|-78.3621|Peterborough|Peterborough Regional Airport
YPR|CYPR|54.2861|-130.445|Prince Rupert|Prince Rupert Airport
YPW|CYPW|49.8342|-124.5|Powell River|Powell River Airport
YPX|CYPX|60.0506|-77.2869|Puvirnituq|Puvirnituq Airport
YPY|CYPY|58.7672|-111.117|Fort Chipewyan|Fort Chipewyan Airport
YPZ|CYPZ|54.3764|-125.951|Burns Lake|Burns Lake Airport
YQA|CYQA|44.9754|-79.3065|Gravenhurst|Muskoka Airport
YQB|CYQB|46.7911|-71.3933|Quebec|Quebec Jean Lesage International Airport
YQD|CYQD|53.9714|-101.091|The Pas|The Pas Airport
YQG|CYQG|42.2756|-82.9556|Windsor|Windsor International Airport
YQH|CYQH|60.1168|-128.822|Watson Lake|Watson Lake Airport
YQK|CYQK|49.7883|-94.3631|Kenora|Kenora Airport
YQL|CYQL|49.6303|-112.8|Lethbridge|Lethbridge County Airport
YQM|CYQM|46.1132|-64.6772|Moncton|Greater Moncton Romeo LeBlanc International Airport
YQN|CYQN|50.1828|-86.6964|Nakina|Nakina Airport
YQQ|CYQQ|49.7108|-124.887|Comox|Comox Valley International Airport / CFB Comox
YQR|CYQR|50.4319|-104.6609|Regina|Regina International Airport
YQT|CYQT|48.3719|-89.3239|Thunder Bay|Thunder Bay International Airport
YQU|CYQU|55.1797|-118.885|Grande Prairie|Grande Prairie Airport
YQX|CYQX|48.9363|-54.5677|Gander|Gander International Airport
YQY|CYQY|46.1611|-60.0498|Sydney|Sydney / J.A. Douglas McCurdy Airport
YQZ|CYQZ|53.0261|-122.51|Quesnel|Quesnel Airport
YRB|CYRB|74.7169|-94.9694|Resolute Bay|Resolute Bay Airport
YRJ|CYRJ|48.5197|-72.2657|Roberval|Roberval Airport
YRL|CYRL|51.0669|-93.7931|Red Lake|Red Lake Airport
YRO|CYRO|45.4605|-75.644|Ottawa|Ottawa / Rockcliffe Airport
YRT|CYRT|62.8114|-92.1158|Rankin Inlet|Rankin Inlet Airport
YSB|CYSB|46.625|-80.7989|Sudbury|Sudbury Airport
YSF|CYSF|59.2503|-105.841|Stony Rapids|Stony Rapids Airport
YSJ|CYSJ|45.3161|-65.8903|Saint John|Saint John Airport
YSL|CYSL|47.1571|-67.8362|Saint-Leonard|Saint-Leonard Airport
YSM|CYSM|60.0203|-111.962|Fort Smith|Fort Smith Airport
YSQ|ZYSQ|44.9311|124.5521|Qian Gorlos Mongol Autonomous County|Songyuan Chaganhu Airport
YTH|CYTH|55.8011|-97.8642|Thompson|Thompson Airport
YTS|CYTS|48.5697|-81.3767|Timmins|Timmins/Victor M. Power
YTY|ZSYA|32.5634|119.7198|Yangzhou|Yangzhou Taizhou Airport
YTZ|CYTZ|43.6279|-79.3955|Toronto|Billy Bishop Toronto City Airport
YUL|CYUL|45.4678|-73.7423|Montreal|Montreal / Pierre Elliott Trudeau International Airport
YUM|KNYL|32.6509|-114.6094|Yuma|Yuma International Airport / Marine Corps Air Station Yuma
YUS|ZLYS|32.8364|97.0364|Yushu (Batang)|Yushu Batang Airport
YUX|CYUX|68.7761|-81.2425|Sanirajak|Hall Beach Airport
YUY|CYUY|48.2061|-78.8356|Rouyn-Noranda|Rouyn Noranda Airport
YVB|CYVB|48.0711|-65.4603|Bonaventure|Bonaventure Airport
YVC|CYVC|55.1514|-105.262|La Ronge|La Ronge Airport
YVO|CYVO|48.0533|-77.7828|Val-d'Or|Val-d'Or Airport
YVP|CYVP|58.0961|-68.4269|Kuujjuaq|Kuujjuaq Airport
YVQ|CYVQ|65.2816|-126.798|Norman Wells|Norman Wells Airport
YVR|CYVR|49.1939|-123.184|Vancouver|Vancouver International Airport
YVV|CYVV|44.7458|-81.1072|Wiarton|Wiarton Airport
YWG|CYWG|49.91|-97.2399|Winnipeg|Winnipeg / James Armstrong Richardson International Airport
YWK|CYWK|52.9219|-66.8644|Wabush|Wabush Airport
YWL|CYWL|52.1831|-122.054|Williams Lake|Williams Lake Airport
YXC|CYXC|49.6108|-115.782|Cranbrook|Cranbrook/Canadian Rockies International Airport
YXE|CYXE|52.1707|-106.7008|Saskatoon|Saskatoon John G. Diefenbaker International Airport
YXH|CYXH|50.0189|-110.721|Medicine Hat|Medicine Hat Regional Airport
YXJ|CYXJ|56.2381|-120.74|Fort Saint John|Fort St John / North Peace Regional Airport
YXK|CYXK|48.4776|-68.4963|Rimouski|Rimouski Airport
YXL|CYXL|50.1139|-91.9053|Sioux Lookout|Sioux Lookout Airport
YXS|CYXS|53.8843|-122.6666|Prince George|Prince George (International) Airport
YXT|CYXT|54.4685|-128.576|Terrace|Northwest Regional Airport Terrace-Kitimat
YXU|CYXU|43.0328|-81.149|London|London International Airport
YXX|CYXX|49.0253|-122.361|Abbotsford|Abbotsford International Airport
YXY|CYXY|60.7085|-135.0657|Whitehorse|Whitehorse / Erik Nielsen International Airport
YYA|ZGYY|29.3117|113.2816|Yueyang (Yueyanglou)|Yueyang Sanhe Airport
YYB|CYYB|46.3636|-79.4228|North Bay|North Bay Jack Garland Airport
YYC|CYYC|51.1188|-114.0099|Calgary|Calgary International Airport
YYD|CYYD|54.8247|-127.183|Smithers|Smithers Airport
YYE|CYYE|58.8364|-122.597|Fort Nelson|Fort Nelson Airport
YYF|CYYF|49.4631|-119.602|Penticton|Penticton Airport
YYG|CYYG|46.2889|-63.1252|Charlottetown|Charlottetown Airport
YYJ|CYYJ|48.6472|-123.4278|Victoria|Victoria International Airport
YYL|CYYL|56.8639|-101.076|Lynn Lake|Lynn Lake Airport
YYQ|CYYQ|58.7392|-94.065|Churchill|Churchill Airport
YYR|CYYR|53.3192|-60.4258|Goose Bay|Goose Bay Airport
YYT|CYYT|47.6186|-52.7519|St. John's|St. John's International Airport
YYY|CYYY|48.6086|-68.2081|Mont-Joli|Mont Joli Airport
YYZ|CYYZ|43.6759|-79.6294|Toronto|Toronto Pearson International Airport
YZF|CYZF|62.4628|-114.44|Yellowknife|Yellowknife International Airport
YZP|CYZP|53.2543|-131.814|Sandspit|Sandspit Airport
YZS|CYZS|64.1933|-83.3594|Coral Harbour|Coral Harbour Airport
YZT|CYZT|50.6806|-127.367|Port Hardy|Port Hardy Airport
YZU|CYZU|54.1439|-115.787|Whitecourt|Whitecourt Airport
YZV|CYZV|50.2233|-66.2656|Sept-Iles|Sept-Iles Airport
YZY|ZLZY|38.8019|100.675|Zhangye (Ganzhou)|Zhangye Ganzhou Airport
ZAD|LDZD|44.097|15.3536|Zadar|Zadar Airport
ZAG|LDZA|45.7429|16.0688|Velika Gorica|Zagreb Franjo Tuman International Airport
ZAH|OIZH|29.4757|60.9062|Zahedan|Zahedan International Airport
ZAL|SCVD|-39.65|-73.0861|Valdivia|Pichoy Airport
